backend,model,precision,recall,mrr,ndcg,build_time,embedding_time
openai,text-embedding-3-small,0.8450000000000001,0.6207007101086048,1.0,0.9927565418920337,4.720348834991455,
sentence-transformers,all-MiniLM-L6-v2,0.41500000000000004,0.3119037176274019,0.8724999999999999,0.830429740848335,4.134957790374756,
sentence-transformers,all-mpnet-base-v2,0.47000000000000003,0.37292606516290727,0.8458333333333332,0.8571737846305609,3.8726348876953125,
